interaction_id,ticket_id,interaction_timestamp,author_type,author_id,author_name,message,interaction_type,channel,attachments
INT00001891,TKT000364,2025-10-04 03:36:22,CUSTOMER,CUST00118,Sherri Davis,I made sales on 10/02/2025 totaling $972.94 and the amount was not credited to my account.,COMMENT,EMAIL,
INT00001892,TKT000364,2025-10-04 12:15:26,AGENT,AGENT005,Jennifer Martinez,Your request has been completed successfully. Is there anything else I can help you with?,COMMENT,EMAIL,
INT00001893,TKT000365,2025-10-21 02:41:22,CUSTOMER,CUST00233,Mary Durham,A chargeback of $3596.46 was made to my account without authorization. I need to understand the reason and reverse it.,COMMENT,LIVE_CHAT,
INT00001894,TKT000365,2025-10-21 08:23:57,AGENT,AGENT009,Jessica Brown,Your request has been completed successfully. Is there anything else I can help you with?,COMMENT,LIVE_CHAT,
INT00001895,TKT000366,2025-07-23 08:02:22,CUSTOMER,CUST00111,Michael Dixon,I need help configuring and processing mobile payments on the terminal.,COMMENT,PHONE,
INT00001896,TKT000366,2025-07-24 02:35:01,AGENT,AGENT005,Jennifer Martinez,This request needs to be approved by the manager. Please wait for a response within 24 hours.,COMMENT,PHONE,
INT00001897,TKT000366,2025-07-24 11:35:50,CUSTOMER,CUST00111,Michael Dixon,You can cancel. I already solved it another way.,COMMENT,PHONE,
INT00001898,TKT000367,2025-12-05 21:19:22,CUSTOMER,CUST00190,Christopher Guzman,"I am experiencing connection problems with the terminal. It shows ""Communication failure"" error every time I try to process a payment.",COMMENT,PHONE,
INT00001899,TKT000367,2025-12-05 21:51:36,CUSTOMER,CUST00190,Christopher Guzman,Excellent service! Problem solved.,COMMENT,PHONE,
INT00001900,TKT000367,2025-12-06 16:01:29,CUSTOMER,CUST00190,Christopher Guzman,But it has been 3 days since I have had this problem! I need speed!,COMMENT,PHONE,
INT00001901,TKT000367,2025-12-07 07:41:44,CUSTOMER,CUST00190,Christopher Guzman,"Ok, I tested it and it still has the same error. What should I do?",COMMENT,PHONE,
INT00001902,TKT000367,2025-12-07 19:56:40,CUSTOMER,CUST00190,Christopher Guzman,Thank you for the response. I will wait for the solution.,COMMENT,PHONE,
INT00001903,TKT000367,2025-12-08 01:24:30,CUSTOMER,CUST00190,Christopher Guzman,How long will it take? I am losing sales!,COMMENT,PHONE,
INT00001904,TKT000367,2025-12-08 04:05:26,CUSTOMER,CUST00190,Christopher Guzman,How long will it take? I am losing sales!,COMMENT,PHONE,
INT00001905,TKT000367,2025-12-08 19:57:38,CUSTOMER,CUST00190,Christopher Guzman,How long will it take? I am losing sales!,COMMENT,PHONE,
INT00001906,TKT000368,2026-01-10 00:45:22,CUSTOMER,CUST00132,Anthony Evans,The payment terminal model X900 is not powering on. I tried charging the battery but it still does not work.,COMMENT,EMAIL,
INT00001907,TKT000368,2026-01-10 07:57:09,AGENT,AGENT012,James Wilson,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,EMAIL,
INT00001908,TKT000368,2026-01-11 00:19:18,CUSTOMER,CUST00132,Anthony Evans,Understood. I will wait for the response then.,COMMENT,EMAIL,
INT00001909,TKT000369,2025-08-07 20:25:22,CUSTOMER,CUST00155,Jennifer Doyle,Mobile payment is not processing. Customer scanned the QR code but the payment was not approved.,COMMENT,EMAIL,
INT00001910,TKT000369,2025-08-08 03:03:24,AGENT,AGENT019,Ashley Lewis,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,EMAIL,
INT00001911,TKT000369,2025-08-09 16:31:22,AGENT,AGENT019,Ashley Lewis,Ticket resolved and closed. Thank you!,STATUS_CHANGE,EMAIL,
INT00001912,TKT000370,2026-01-02 07:46:22,CUSTOMER,CUST00073,Elizabeth Cabrera,Mobile payment is not processing. Customer scanned the QR code but the payment was not approved.,COMMENT,CHAT,
INT00001913,TKT000370,2026-01-02 12:06:57,AGENT,AGENT009,Jessica Brown,I have processed the requested refund. The amount will be credited within 2 business days.,COMMENT,CHAT,
INT00001914,TKT000370,2026-01-03 08:13:13,CUSTOMER,CUST00073,Elizabeth Cabrera,Understood. I will wait for the response then.,COMMENT,CHAT,
INT00001915,TKT000371,2025-12-12 03:51:22,CUSTOMER,CUST00136,Alexander Harper,Mobile payment is not processing. Customer scanned the QR code but the payment was not approved.,COMMENT,EMAIL,
INT00001916,TKT000371,2025-12-12 06:17:53,AGENT,AGENT025,Melissa King,I understand your frustration. I will check this immediately for you.,COMMENT,EMAIL,
INT00001917,TKT000371,2025-12-12 22:12:39,CUSTOMER,CUST00136,Alexander Harper,How long will it take? I am losing sales!,COMMENT,EMAIL,
INT00001918,TKT000371,2025-12-13 17:35:40,AGENT,AGENT025,Melissa King,Hello! Thank you for contacting us. I'm already looking into your case.,COMMENT,EMAIL,
INT00001919,TKT000371,2025-12-13 21:52:30,CUSTOMER,CUST00136,Alexander Harper,"Ok, I tested it and it still has the same error. What should I do?",COMMENT,EMAIL,
INT00001920,TKT000371,2025-12-14 11:52:49,AGENT,AGENT025,Melissa King,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,EMAIL,
INT00001921,TKT000371,2025-12-15 04:30:29,CUSTOMER,CUST00136,Alexander Harper,Thank you for the response. I will wait for the solution.,COMMENT,EMAIL,
INT00001922,TKT000371,2025-12-15 16:25:57,AGENT,AGENT025,Melissa King,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,EMAIL,
INT00001923,TKT000372,2026-01-12 09:38:22,CUSTOMER,CUST00094,Mary Duran,The terminal is asking for an update but I cannot do it. How do I proceed?,COMMENT,LIVE_CHAT,
INT00001924,TKT000372,2026-01-13 04:15:59,AGENT,AGENT016,Brian Jackson,I checked your registration and identified the inconsistency. I will correct it.,COMMENT,LIVE_CHAT,
INT00001925,TKT000372,2026-01-13 14:45:12,CUSTOMER,CUST00094,Mary Duran,But it has been 3 days since I have had this problem! I need speed!,COMMENT,LIVE_CHAT,
INT00001926,TKT000372,2026-01-14 05:26:20,AGENT,AGENT016,Brian Jackson,The problem is related to your equipment. I will request a replacement.,COMMENT,LIVE_CHAT,
INT00001927,TKT000372,2026-01-14 17:44:14,CUSTOMER,CUST00094,Mary Duran,Understood. I will wait for the response then.,COMMENT,LIVE_CHAT,
INT00001928,TKT000373,2026-01-08 15:35:22,CUSTOMER,CUST00076,Timothy Pope,The card reader is not working. I tried cleaning it but the problem persists.,COMMENT,PORTAL,
INT00001929,TKT000373,2026-01-08 23:57:48,AGENT,AGENT024,Andrew Young,I have processed the requested refund. The amount will be credited within 2 business days.,COMMENT,PORTAL,
INT00001930,TKT000373,2026-01-09 23:18:00,CUSTOMER,CUST00076,Timothy Pope,But it has been 3 days since I have had this problem! I need speed!,COMMENT,PORTAL,
INT00001931,TKT000373,2026-01-10 18:15:32,AGENT,AGENT024,Andrew Young,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,PORTAL,
INT00001932,TKT000373,2026-01-11 07:15:15,CUSTOMER,CUST00076,Timothy Pope,How long will it take? I am losing sales!,COMMENT,PORTAL,
INT00001933,TKT000373,2026-01-12 04:12:24,AGENT,AGENT024,Andrew Young,I understand your frustration. I will check this immediately for you.,COMMENT,PORTAL,
INT00001934,TKT000373,2026-01-12 08:14:27,CUSTOMER,CUST00076,Timothy Pope,This does not solve my problem. I want to speak with a supervisor.,COMMENT,PORTAL,
INT00001935,TKT000374,2025-07-20 17:15:22,CUSTOMER,CUST00299,Ronnie Roberts,I made a sale of $2896.86 but the receipt was not printed. Customer is asking for a receipt.,COMMENT,EMAIL,
INT00001936,TKT000374,2025-07-21 07:37:28,AGENT,AGENT025,Melissa King,I have applied the fix. Could you confirm if it is working now?,COMMENT,EMAIL,
INT00001937,TKT000374,2025-07-21 20:13:29,CUSTOMER,CUST00299,Ronnie Roberts,Excellent service! Problem solved.,COMMENT,EMAIL,
INT00001938,TKT000374,2025-07-22 13:49:26,AGENT,AGENT025,Melissa King,The problem is related to your equipment. I will request a replacement.,COMMENT,EMAIL,
INT00001939,TKT000374,2025-07-23 00:32:38,CUSTOMER,CUST00299,Ronnie Roberts,Understood. I will wait for the response then.,COMMENT,EMAIL,
INT00001940,TKT000374,2025-07-23 07:39:51,AGENT,AGENT025,Melissa King,I understand your frustration. I will check this immediately for you.,COMMENT,EMAIL,
INT00001941,TKT000374,2025-07-24 04:33:35,CUSTOMER,CUST00299,Ronnie Roberts,Understood. I will wait for the response then.,COMMENT,EMAIL,
INT00001942,TKT000375,2025-12-22 22:49:22,CUSTOMER,CUST00063,Cody Holmes,"I am experiencing connection problems with the terminal. It shows ""Communication failure"" error every time I try to process a payment.",COMMENT,CHAT,
INT00001943,TKT000375,2025-12-23 00:29:58,AGENT,AGENT003,Emily Rodriguez,Your request has been completed successfully. Is there anything else I can help you with?,COMMENT,CHAT,
INT00001944,TKT000375,2025-12-23 17:07:46,CUSTOMER,CUST00063,Cody Holmes,I cannot follow these instructions. Can you do it remotely?,COMMENT,CHAT,
INT00001945,TKT000375,2025-12-24 03:38:01,AGENT,AGENT003,Emily Rodriguez,I checked your registration and identified the inconsistency. I will correct it.,COMMENT,CHAT,
INT00001946,TKT000375,2025-12-28 18:27:46,AGENT,AGENT003,Emily Rodriguez,Ticket resolved and closed. Thank you!,STATUS_CHANGE,CHAT,
INT00001947,TKT000376,2025-12-28 18:02:22,CUSTOMER,CUST00232,Wendy Neal,I have been waiting for 102 minutes to be served. This is unacceptable!,COMMENT,EMAIL,
INT00001948,TKT000376,2025-12-29 13:47:23,AGENT,AGENT021,Stephanie Walker,I have processed the requested refund. The amount will be credited within 2 business days.,COMMENT,EMAIL,
INT00001949,TKT000376,2025-12-29 20:34:11,CUSTOMER,CUST00232,Wendy Neal,I cannot follow these instructions. Can you do it remotely?,COMMENT,EMAIL,
INT00001950,TKT000376,2025-12-30 05:27:24,AGENT,AGENT021,Stephanie Walker,Hello! Thank you for contacting us. I'm already looking into your case.,COMMENT,EMAIL,
INT00001951,TKT000376,2025-12-30 16:27:21,CUSTOMER,CUST00232,Wendy Neal,I cannot follow these instructions. Can you do it remotely?,COMMENT,EMAIL,
INT00001952,TKT000376,2025-12-31 07:54:05,AGENT,AGENT021,Stephanie Walker,Your request has been completed successfully. Is there anything else I can help you with?,COMMENT,EMAIL,
INT00001953,TKT000376,2025-12-31 11:01:33,CUSTOMER,CUST00232,Wendy Neal,Thank you for the response. I will wait for the solution.,COMMENT,EMAIL,
INT00001954,TKT000376,2026-01-01 00:00:38,AGENT,AGENT021,Stephanie Walker,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,EMAIL,
INT00001955,TKT000377,2025-12-23 12:33:22,CUSTOMER,CUST00048,Angela Lin,I made a sale of $4341.03 but the receipt was not printed. Customer is asking for a receipt.,COMMENT,LIVE_CHAT,
INT00001956,TKT000377,2025-12-23 17:10:26,CUSTOMER,CUST00048,Angela Lin,You can cancel. I already solved it another way.,COMMENT,LIVE_CHAT,
INT00001957,TKT000377,2025-12-23 19:53:47,CUSTOMER,CUST00048,Angela Lin,"Ok, I tested it and it still has the same error. What should I do?",COMMENT,LIVE_CHAT,
INT00001958,TKT000378,2026-01-08 01:57:22,CUSTOMER,CUST00079,Lance Hebert,I would like information about changing plans. My sales volume has increased and I need better rates.,COMMENT,LIVE_CHAT,
INT00001959,TKT000378,2026-01-08 14:03:07,AGENT,AGENT022,Justin Hall,I checked your registration and identified the inconsistency. I will correct it.,COMMENT,LIVE_CHAT,
INT00001960,TKT000378,2026-01-08 22:40:07,CUSTOMER,CUST00079,Lance Hebert,Understood. I will wait for the response then.,COMMENT,LIVE_CHAT,
INT00001961,TKT000378,2026-01-09 15:21:36,AGENT,AGENT022,Justin Hall,I have applied the fix. Could you confirm if it is working now?,COMMENT,LIVE_CHAT,
INT00001962,TKT000378,2026-01-10 13:27:04,CUSTOMER,CUST00079,Lance Hebert,You can cancel. I already solved it another way.,COMMENT,LIVE_CHAT,
INT00001963,TKT000378,2026-01-11 03:19:27,AGENT,AGENT022,Justin Hall,Hello! Thank you for contacting us. I'm already looking into your case.,COMMENT,LIVE_CHAT,
INT00001964,TKT000378,2026-01-11 05:37:22,CUSTOMER,CUST00079,Lance Hebert,This does not solve my problem. I want to speak with a supervisor.,COMMENT,LIVE_CHAT,
INT00001965,TKT000378,2026-01-09 00:26:46,AGENT,AGENT022,Justin Hall,Ticket resolved and closed. Thank you!,STATUS_CHANGE,LIVE_CHAT,
INT00001966,TKT000379,2025-12-05 15:00:22,CUSTOMER,CUST00289,Gabriela Randolph,I would like information about changing plans. My sales volume has increased and I need better rates.,COMMENT,LIVE_CHAT,
INT00001967,TKT000379,2025-12-05 18:57:17,AGENT,AGENT014,Kevin Thomas,I understand your frustration. I will check this immediately for you.,COMMENT,LIVE_CHAT,
INT00001968,TKT000379,2025-12-08 14:51:58,AGENT,AGENT014,Kevin Thomas,Ticket resolved and closed. Thank you!,STATUS_CHANGE,LIVE_CHAT,
INT00001969,TKT000380,2025-12-31 04:43:22,CUSTOMER,CUST00043,Brian Gregory,I have been waiting for 91 minutes to be served. This is unacceptable!,COMMENT,PORTAL,
INT00001970,TKT000380,2025-12-31 17:16:10,AGENT,AGENT022,Justin Hall,I understand your frustration. I will check this immediately for you.,COMMENT,PORTAL,
INT00001971,TKT000380,2026-01-01 01:42:26,CUSTOMER,CUST00043,Brian Gregory,I cannot follow these instructions. Can you do it remotely?,COMMENT,PORTAL,
INT00001972,TKT000380,2026-01-01 12:08:12,AGENT,AGENT022,Justin Hall,Hello! Thank you for contacting us. I'm already looking into your case.,COMMENT,PORTAL,
INT00001973,TKT000380,2026-01-01 16:57:32,CUSTOMER,CUST00043,Brian Gregory,I cannot follow these instructions. Can you do it remotely?,COMMENT,PORTAL,
INT00001974,TKT000381,2026-01-10 16:16:22,CUSTOMER,CUST00283,Anthony Medina,"I am experiencing connection problems with the terminal. It shows ""Communication failure"" error every time I try to process a payment.",COMMENT,CHAT,
INT00001975,TKT000381,2026-01-11 08:06:56,AGENT,AGENT015,Laura Martinez,I understand your frustration. I will check this immediately for you.,COMMENT,CHAT,
INT00001976,TKT000381,2026-01-12 04:16:54,CUSTOMER,CUST00283,Anthony Medina,How long will it take? I am losing sales!,COMMENT,CHAT,
INT00001977,TKT000381,2026-01-13 03:27:47,AGENT,AGENT015,Laura Martinez,I have applied the fix. Could you confirm if it is working now?,COMMENT,CHAT,
INT00001978,TKT000381,2026-01-13 17:22:45,CUSTOMER,CUST00283,Anthony Medina,I cannot follow these instructions. Can you do it remotely?,COMMENT,CHAT,
INT00001979,TKT000381,2026-01-14 08:20:43,AGENT,AGENT015,Laura Martinez,I have processed the requested refund. The amount will be credited within 2 business days.,COMMENT,CHAT,
INT00001980,TKT000381,2026-01-15 04:55:12,CUSTOMER,CUST00283,Anthony Medina,Perfect! It worked now. Thank you very much for the support!,COMMENT,CHAT,
INT00001981,TKT000382,2026-01-12 18:06:22,CUSTOMER,CUST00258,Miguel Rodriguez,I would like to cancel my contract. I am closing my store/switching to another provider.,COMMENT,CHAT,
INT00001982,TKT000382,2026-01-13 13:22:53,AGENT,AGENT013,Michelle Anderson,This request needs to be approved by the manager. Please wait for a response within 24 hours.,COMMENT,CHAT,
INT00001983,TKT000382,2026-01-14 03:21:17,CUSTOMER,CUST00258,Miguel Rodriguez,Perfect! It worked now. Thank you very much for the support!,COMMENT,CHAT,
INT00001984,TKT000382,2026-01-14 21:43:54,AGENT,AGENT013,Michelle Anderson,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,CHAT,
INT00001985,TKT000382,2026-01-15 04:41:21,CUSTOMER,CUST00258,Miguel Rodriguez,"Ok, I tested it and it still has the same error. What should I do?",COMMENT,CHAT,
INT00001986,TKT000382,2026-01-15 11:41:43,AGENT,AGENT013,Michelle Anderson,Hello! Thank you for contacting us. I'm already looking into your case.,COMMENT,CHAT,
INT00001987,TKT000382,2026-01-16 02:24:14,CUSTOMER,CUST00258,Miguel Rodriguez,"Ok, I tested it and it still has the same error. What should I do?",COMMENT,CHAT,
INT00001988,TKT000383,2025-12-03 09:27:22,CUSTOMER,CUST00231,Nicholas Miller,I have been waiting for 53 minutes to be served. This is unacceptable!,COMMENT,LIVE_CHAT,
INT00001989,TKT000383,2025-12-03 16:39:05,AGENT,AGENT020,Matthew Robinson,Hello! Thank you for contacting us. I'm already looking into your case.,COMMENT,LIVE_CHAT,
INT00001990,TKT000383,2025-12-04 02:43:13,CUSTOMER,CUST00231,Nicholas Miller,Thank you for the response. I will wait for the solution.,COMMENT,LIVE_CHAT,
INT00001991,TKT000383,2025-12-04 21:35:54,AGENT,AGENT020,Matthew Robinson,I was able to identify the problem. I will forward it to the technical team.,COMMENT,LIVE_CHAT,
INT00001992,TKT000383,2025-12-05 04:33:20,CUSTOMER,CUST00231,Nicholas Miller,Understood. I will wait for the response then.,COMMENT,LIVE_CHAT,
INT00001993,TKT000383,2025-12-05 19:08:02,AGENT,AGENT020,Matthew Robinson,This request needs to be approved by the manager. Please wait for a response within 24 hours.,COMMENT,LIVE_CHAT,
INT00001994,TKT000383,2025-12-05 21:55:00,CUSTOMER,CUST00231,Nicholas Miller,Perfect! It worked now. Thank you very much for the support!,COMMENT,LIVE_CHAT,
INT00001995,TKT000384,2026-01-12 21:18:22,CUSTOMER,CUST00060,Robert Adams,I would like to cancel my contract. I am closing my store/switching to another provider.,COMMENT,CHAT,
INT00001996,TKT000384,2026-01-13 14:28:04,AGENT,AGENT024,Andrew Young,I have applied the fix. Could you confirm if it is working now?,COMMENT,CHAT,
INT00001997,TKT000384,2026-01-17 23:23:46,AGENT,AGENT024,Andrew Young,Ticket resolved and closed. Thank you!,STATUS_CHANGE,CHAT,
INT00001998,TKT000385,2026-01-08 17:04:22,CUSTOMER,CUST00098,Nicole Marquez,A chargeback of $4309.16 was made to my account without authorization. I need to understand the reason and reverse it.,COMMENT,EMAIL,
INT00001999,TKT000385,2026-01-09 07:56:25,AGENT,AGENT021,Stephanie Walker,Your request has been completed successfully. Is there anything else I can help you with?,COMMENT,EMAIL,
INT00002000,TKT000386,2025-12-21 14:38:22,CUSTOMER,CUST00243,Michael Barnes,I have been waiting for 49 minutes to be served. This is unacceptable!,COMMENT,EMAIL,
INT00002001,TKT000386,2025-12-22 01:57:52,AGENT,AGENT016,Brian Jackson,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,EMAIL,
INT00002002,TKT000386,2025-12-22 17:22:54,CUSTOMER,CUST00243,Michael Barnes,This does not solve my problem. I want to speak with a supervisor.,COMMENT,EMAIL,
INT00002003,TKT000386,2025-12-23 06:36:21,AGENT,AGENT016,Brian Jackson,The problem is related to your equipment. I will request a replacement.,COMMENT,EMAIL,
INT00002004,TKT000386,2025-12-24 04:57:28,CUSTOMER,CUST00243,Michael Barnes,Thank you for the response. I will wait for the solution.,COMMENT,EMAIL,
INT00002005,TKT000386,2025-12-24 13:31:02,AGENT,AGENT016,Brian Jackson,This request needs to be approved by the manager. Please wait for a response within 24 hours.,COMMENT,EMAIL,
INT00002006,TKT000386,2025-12-24 22:09:25,CUSTOMER,CUST00243,Michael Barnes,Understood. I will wait for the response then.,COMMENT,EMAIL,
INT00002007,TKT000386,2025-12-25 02:13:25,AGENT,AGENT016,Brian Jackson,The problem is related to your equipment. I will request a replacement.,COMMENT,EMAIL,
INT00002008,TKT000386,2025-12-21 18:25:46,AGENT,AGENT016,Brian Jackson,Ticket resolved and closed. Thank you!,STATUS_CHANGE,EMAIL,
INT00002009,TKT000387,2025-08-06 02:01:22,CUSTOMER,CUST00222,Sara Barrett,The system has been down since 17am and I am losing sales. I need an urgent solution!,COMMENT,PHONE,
INT00002010,TKT000387,2025-08-06 15:01:49,AGENT,AGENT002,Michael Chen,I was able to identify the problem. I will forward it to the technical team.,COMMENT,PHONE,
INT00002011,TKT000387,2025-08-07 07:20:44,CUSTOMER,CUST00222,Sara Barrett,I cannot follow these instructions. Can you do it remotely?,COMMENT,PHONE,
INT00002012,TKT000387,2025-08-08 21:28:22,AGENT,AGENT002,Michael Chen,Ticket resolved and closed. Thank you!,STATUS_CHANGE,PHONE,
INT00002013,TKT000388,2025-12-07 00:44:22,CUSTOMER,CUST00217,Krista Martinez,I made sales on 12/03/2025 totaling $8946.84 and the amount was not credited to my account.,COMMENT,EMAIL,
INT00002014,TKT000388,2025-12-07 01:59:51,AGENT,AGENT021,Stephanie Walker,Your request has been completed successfully. Is there anything else I can help you with?,COMMENT,EMAIL,
INT00002015,TKT000388,2025-12-08 01:14:21,CUSTOMER,CUST00217,Krista Martinez,Understood. I will wait for the response then.,COMMENT,EMAIL,
INT00002016,TKT000388,2025-12-08 14:55:49,AGENT,AGENT021,Stephanie Walker,This request needs to be approved by the manager. Please wait for a response within 24 hours.,COMMENT,EMAIL,
INT00002017,TKT000388,2025-12-08 17:22:58,CUSTOMER,CUST00217,Krista Martinez,You can cancel. I already solved it another way.,COMMENT,EMAIL,
INT00002018,TKT000389,2025-12-28 10:16:22,CUSTOMER,CUST00241,Matthew Davis,A chargeback of $2979.53 was made to my account without authorization. I need to understand the reason and reverse it.,COMMENT,LIVE_CHAT,
INT00002019,TKT000389,2025-12-28 17:55:03,AGENT,AGENT023,Rachel Allen,This request needs to be approved by the manager. Please wait for a response within 24 hours.,COMMENT,LIVE_CHAT,
INT00002020,TKT000389,2025-12-29 05:01:39,CUSTOMER,CUST00241,Matthew Davis,Understood. I will wait for the response then.,COMMENT,LIVE_CHAT,
INT00002021,TKT000389,2025-12-29 06:13:21,AGENT,AGENT023,Rachel Allen,Your request has been completed successfully. Is there anything else I can help you with?,COMMENT,LIVE_CHAT,
INT00002022,TKT000389,2025-12-31 17:14:34,AGENT,AGENT023,Rachel Allen,Ticket resolved and closed. Thank you!,STATUS_CHANGE,LIVE_CHAT,
INT00002023,TKT000390,2025-12-31 18:43:22,CUSTOMER,CUST00107,Raymond Chapman,I need help configuring and processing mobile payments on the terminal.,COMMENT,LIVE_CHAT,
INT00002024,TKT000390,2025-12-31 23:08:27,AGENT,AGENT006,Robert Taylor,This request needs to be approved by the manager. Please wait for a response within 24 hours.,COMMENT,LIVE_CHAT,
INT00002025,TKT000390,2026-01-01 12:54:57,CUSTOMER,CUST00107,Raymond Chapman,How long will it take? I am losing sales!,COMMENT,LIVE_CHAT,
INT00002026,TKT000390,2026-01-02 12:49:04,AGENT,AGENT006,Robert Taylor,Hello! Thank you for contacting us. I'm already looking into your case.,COMMENT,LIVE_CHAT,
INT00002027,TKT000390,2026-01-03 06:58:31,CUSTOMER,CUST00107,Raymond Chapman,I cannot follow these instructions. Can you do it remotely?,COMMENT,LIVE_CHAT,
INT00002028,TKT000390,2026-01-03 20:33:06,AGENT,AGENT006,Robert Taylor,The problem is related to your equipment. I will request a replacement.,COMMENT,LIVE_CHAT,
INT00002029,TKT000391,2025-07-19 05:52:22,CUSTOMER,CUST00025,Thomas Smith,I made sales on 07/16/2025 totaling $6930.81 and the amount was not credited to my account.,COMMENT,CHAT,
INT00002030,TKT000391,2025-07-19 15:11:31,AGENT,AGENT017,Nicole Harris,I have processed the requested refund. The amount will be credited within 2 business days.,COMMENT,CHAT,
INT00002031,TKT000391,2025-07-19 18:47:12,CUSTOMER,CUST00025,Thomas Smith,Excellent service! Problem solved.,COMMENT,CHAT,
INT00002032,TKT000392,2025-12-08 02:32:22,CUSTOMER,CUST00062,David Brewer,The fee charged on transactions is different from what was contracted. I contracted 2.5% but am being charged 3.5%.,COMMENT,EMAIL,
INT00002033,TKT000392,2025-12-08 05:56:29,AGENT,AGENT025,Melissa King,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,EMAIL,
INT00002034,TKT000392,2025-12-08 11:34:18,CUSTOMER,CUST00062,David Brewer,But it has been 3 days since I have had this problem! I need speed!,COMMENT,EMAIL,
INT00002035,TKT000392,2025-12-09 01:29:03,AGENT,AGENT025,Melissa King,I was able to identify the problem. I will forward it to the technical team.,COMMENT,EMAIL,
INT00002036,TKT000392,2025-12-09 22:18:33,CUSTOMER,CUST00062,David Brewer,How long will it take? I am losing sales!,COMMENT,EMAIL,
INT00002037,TKT000392,2025-12-10 11:44:09,AGENT,AGENT025,Melissa King,This request needs to be approved by the manager. Please wait for a response within 24 hours.,COMMENT,EMAIL,
INT00002038,TKT000392,2025-12-11 05:53:27,CUSTOMER,CUST00062,David Brewer,How long will it take? I am losing sales!,COMMENT,EMAIL,
INT00002039,TKT000392,2025-12-12 03:33:06,AGENT,AGENT025,Melissa King,I checked your registration and identified the inconsistency. I will correct it.,COMMENT,EMAIL,
INT00002040,TKT000392,2025-12-09 23:50:22,AGENT,AGENT025,Melissa King,Ticket resolved and closed. Thank you!,STATUS_CHANGE,EMAIL,
INT00002041,TKT000393,2025-08-21 14:42:22,CUSTOMER,CUST00235,Mary Miller,I made a sale of $3091.81 but the receipt was not printed. Customer is asking for a receipt.,COMMENT,CHAT,
INT00002042,TKT000393,2025-08-22 09:18:46,AGENT,AGENT018,Ryan Clark,I understand your frustration. I will check this immediately for you.,COMMENT,CHAT,
INT00002043,TKT000393,2025-08-23 01:25:20,CUSTOMER,CUST00235,Mary Miller,This does not solve my problem. I want to speak with a supervisor.,COMMENT,CHAT,
INT00002044,TKT000393,2025-08-23 13:43:35,AGENT,AGENT018,Ryan Clark,I have processed the requested refund. The amount will be credited within 2 business days.,COMMENT,CHAT,
INT00002045,TKT000393,2025-08-25 04:10:34,AGENT,AGENT018,Ryan Clark,Ticket resolved and closed. Thank you!,STATUS_CHANGE,CHAT,
INT00002046,TKT000394,2025-11-12 14:39:22,CUSTOMER,CUST00256,Kyle Watkins,I need help configuring and processing mobile payments on the terminal.,COMMENT,PHONE,
INT00002047,TKT000394,2025-11-12 20:26:45,AGENT,AGENT004,David Kim,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,PHONE,
INT00002048,TKT000394,2025-11-13 08:34:28,CUSTOMER,CUST00256,Kyle Watkins,Understood. I will wait for the response then.,COMMENT,PHONE,
INT00002049,TKT000394,2025-11-13 15:48:07,AGENT,AGENT004,David Kim,The problem is related to your equipment. I will request a replacement.,COMMENT,PHONE,
INT00002050,TKT000394,2025-11-13 19:59:27,CUSTOMER,CUST00256,Kyle Watkins,"Ok, I tested it and it still has the same error. What should I do?",COMMENT,PHONE,
INT00002051,TKT000395,2025-12-13 15:31:22,CUSTOMER,CUST00147,Blake Vega,The fee charged on transactions is different from what was contracted. I contracted 2.5% but am being charged 3.5%.,COMMENT,PHONE,
INT00002052,TKT000395,2025-12-13 22:48:01,AGENT,AGENT021,Stephanie Walker,I have processed the requested refund. The amount will be credited within 2 business days.,COMMENT,PHONE,
INT00002053,TKT000395,2025-12-14 18:48:07,CUSTOMER,CUST00147,Blake Vega,Understood. I will wait for the response then.,COMMENT,PHONE,
INT00002054,TKT000395,2025-12-15 10:43:21,AGENT,AGENT021,Stephanie Walker,I understand your frustration. I will check this immediately for you.,COMMENT,PHONE,
INT00002055,TKT000395,2025-12-15 20:13:53,CUSTOMER,CUST00147,Blake Vega,How long will it take? I am losing sales!,COMMENT,PHONE,
INT00002056,TKT000395,2025-12-15 09:07:58,AGENT,AGENT021,Stephanie Walker,Ticket resolved and closed. Thank you!,STATUS_CHANGE,PHONE,
INT00002057,TKT000396,2025-10-06 00:58:22,CUSTOMER,CUST00210,Kara Brown,I need help configuring and processing mobile payments on the terminal.,COMMENT,EMAIL,
INT00002058,TKT000396,2025-10-06 11:06:52,AGENT,AGENT005,Jennifer Martinez,Hello! Thank you for contacting us. I'm already looking into your case.,COMMENT,EMAIL,
INT00002059,TKT000396,2025-10-07 02:09:29,CUSTOMER,CUST00210,Kara Brown,"Ok, I tested it and it still has the same error. What should I do?",COMMENT,EMAIL,
INT00002060,TKT000396,2025-10-07 16:59:10,AGENT,AGENT005,Jennifer Martinez,I have processed the requested refund. The amount will be credited within 2 business days.,COMMENT,EMAIL,
